timestamp,ap_mac,rssi,people_count,has_los
2024-11-01 20:03:26.867115,AP:01:02:03:06,-75.17117347395599,0,False
2024-11-01 20:03:26.867115,AP:01:02:03:07,-71.70187911787237,0,False
2024-11-01 19:43:26.867115,AP:01:02:03:04,-57.21569145857563,7,True
2024-11-01 19:43:26.867115,AP:01:02:03:05,-73.13670854542221,7,True
2024-11-01 19:43:26.867115,AP:01:02:03:06,-76.54060840698709,7,True
2024-11-01 19:43:26.867115,AP:01:02:03:07,-78.56730483146197,7,False
2024-11-01 19:48:26.867115,AP:01:02:03:04,-60.65098848691161,9,True
2024-11-01 19:48:26.867115,AP:01:02:03:05,-76.56580628023464,9,True
2024-11-01 19:48:26.867115,AP:01:02:03:06,-72.52393185562434,9,False
2024-11-01 19:48:26.867115,AP:01:02:03:07,-75.16588874219205,9,False
2024-11-01 19:53:26.867115,AP:01:02:03:04,-56.21899190059637,4,True
2024-11-01 19:53:26.867115,AP:01:02:03:05,-67.96403532816426,4,True
2024-11-01 19:53:26.867115,AP:01:02:03:06,-70.73584692387203,4,False
2024-11-01 19:53:26.867115,AP:01:02:03:07,-76.32906151712672,4,True
2024-11-01 19:58:26.867115,AP:01:02:03:04,-59.25624566673248,9,True
2024-11-01 19:58:26.867115,AP:01:02:03:05,-70.31612805596892,9,True
2024-11-01 19:58:26.867115,AP:01:02:03:06,-67.9895807460054,9,False
2024-11-01 19:58:26.867115,AP:01:02:03:07,-76.5054353793095,9,False
2024-11-01 20:03:26.867115,AP:01:02:03:04,-57.51039036964975,9,True
2024-11-01 20:03:26.867115,AP:01:02:03:05,-74.68398112257694,9,False
2024-11-01 20:03:26.867115,AP:01:02:03:06,-76.78459619588128,9,False
2024-11-01 20:03:26.867115,AP:01:02:03:07,-73.72700770718846,9,True
2024-11-01 19:43:26.867115,AP:01:02:03:04,-62.753267152731624,8,True
2024-11-01 19:43:26.867115,AP:01:02:03:05,-70.78217296967595,8,True
2024-11-01 19:43:26.867115,AP:01:02:03:06,-78.94156674181409,8,True
2024-11-01 19:43:26.867115,AP:01:02:03:07,-72.90173862521823,8,True
2024-11-01 19:48:26.867115,AP:01:02:03:04,-59.122528665319315,0,True
2024-11-01 19:48:26.867115,AP:01:02:03:05,-66.97582995750886,0,True
2024-11-01 19:48:26.867115,AP:01:02:03:06,-73.33280453335087,0,False
2024-11-01 19:48:26.867115,AP:01:02:03:07,-72.34823832549182,0,False
2024-11-01 19:53:26.867115,AP:01:02:03:04,-62.997012648193596,7,False
2024-11-01 19:53:26.867115,AP:01:02:03:05,-74.24438482095319,7,False
2024-11-01 19:53:26.867115,AP:01:02:03:06,-76.24106324287386,7,True
2024-11-01 19:53:26.867115,AP:01:02:03:07,-78.26498700646182,7,True
2024-11-01 19:58:26.867115,AP:01:02:03:04,-60.52807178078427,1,True
2024-11-01 19:58:26.867115,AP:01:02:03:05,-67.17114905852634,1,False
2024-11-01 19:58:26.867115,AP:01:02:03:06,-69.41550503281108,1,True
2024-11-01 19:58:26.867115,AP:01:02:03:07,-75.77314496712611,1,False
2024-11-01 20:03:26.867115,AP:01:02:03:04,-58.66489405734462,8,True
2024-11-01 20:03:26.867115,AP:01:02:03:05,-73.6121147506152,8,False
2024-11-01 20:03:26.867115,AP:01:02:03:06,-71.63984273802669,8,False
2024-11-01 20:03:26.867115,AP:01:02:03:07,-74.31105537398142,8,True
2024-11-01 19:43:26.867115,AP:01:02:03:04,-59.58412995319979,1,True
2024-11-01 19:43:26.867115,AP:01:02:03:05,-69.9762913781729,1,True
2024-11-01 19:43:26.867115,AP:01:02:03:06,-68.0715390469056,1,False
2024-11-01 19:43:26.867115,AP:01:02:03:07,-71.57778107825753,1,False
2024-11-01 19:48:26.867115,AP:01:02:03:04,-64.01465631346812,6,True
2024-11-01 19:48:26.867115,AP:01:02:03:05,-69.93536363945601,6,True
2024-11-01 19:48:26.867115,AP:01:02:03:06,-69.44701600226307,6,True
2024-11-01 19:48:26.867115,AP:01:02:03:07,-73.98556382174829,6,False
2024-11-01 19:53:26.867115,AP:01:02:03:04,-56.36954798066803,0,True
2024-11-01 19:53:26.867115,AP:01:02:03:05,-71.40732336500231,0,False
2024-11-01 19:53:26.867115,AP:01:02:03:06,-65.58565098650324,0,False
2024-11-01 19:53:26.867115,AP:01:02:03:07,-72.7043117501488,0,True
2024-11-01 19:58:26.867115,AP:01:02:03:04,-59.61649838577745,2,True
2024-11-01 19:58:26.867115,AP:01:02:03:05,-70.71931160204035,2,False
2024-11-01 19:58:26.867115,AP:01:02:03:06,-73.27123082989422,2,True
2024-11-01 19:58:26.867115,AP:01:02:03:07,-72.70622302299469,2,True
2024-11-01 20:03:26.867115,AP:01:02:03:04,-66.54268979538779,9,True
2024-11-01 20:03:26.867115,AP:01:02:03:05,-71.16545554365631,9,True
2024-11-01 20:03:26.867115,AP:01:02:03:06,-77.2424234841684,9,True
2024-11-01 20:03:26.867115,AP:01:02:03:07,-76.74076883454669,9,False
2024-11-01 19:43:26.867115,AP:01:02:03:04,-64.24614445393112,4,True
2024-11-01 19:43:26.867115,AP:01:02:03:05,-68.01747508631755,4,False
2024-11-01 19:43:26.867115,AP:01:02:03:06,-70.59385204650033,4,False
2024-11-01 19:43:26.867115,AP:01:02:03:07,-74.30215342882128,4,True
2024-11-01 19:48:26.867115,AP:01:02:03:04,-64.24675935199315,6,True
2024-11-01 19:48:26.867115,AP:01:02:03:05,-70.4080590430748,6,True
2024-11-01 19:48:26.867115,AP:01:02:03:06,-68.7785499870376,6,True
2024-11-01 19:48:26.867115,AP:01:02:03:07,-73.88459824767708,6,False
2024-11-01 19:53:26.867115,AP:01:02:03:04,-62.2446411668268,4,True
2024-11-01 19:53:26.867115,AP:01:02:03:05,-73.27999207898121,4,True
2024-11-01 19:53:26.867115,AP:01:02:03:06,-70.98976961603972,4,True
2024-11-01 19:53:26.867115,AP:01:02:03:07,-72.2313544681992,4,False
2024-11-01 19:58:26.867115,AP:01:02:03:04,-61.988934876747834,2,False
2024-11-01 19:58:26.867115,AP:01:02:03:05,-70.60751176771255,2,False
2024-11-01 19:58:26.867115,AP:01:02:03:06,-68.73150514942076,2,False
2024-11-01 19:58:26.867115,AP:01:02:03:07,-73.31975864308907,2,False
2024-11-01 20:03:26.867115,AP:01:02:03:04,-64.90633337072809,6,True
2024-11-01 20:03:26.867115,AP:01:02:03:05,-68.11428353481853,6,True
2024-11-01 20:03:26.867115,AP:01:02:03:06,-69.29707418018046,6,True
2024-11-01 20:03:26.867115,AP:01:02:03:07,-70.65726145270881,6,False
2024-11-01 19:43:26.867115,AP:01:02:03:04,-70.1036167097724,8,False
2024-11-01 19:43:26.867115,AP:01:02:03:05,-76.43975084472305,8,True
2024-11-01 19:43:26.867115,AP:01:02:03:06,-67.82860388550068,8,True
2024-11-01 19:43:26.867115,AP:01:02:03:07,-74.46200563789905,8,True
2024-11-01 19:48:26.867115,AP:01:02:03:04,-62.09494032103416,0,True
2024-11-01 19:48:26.867115,AP:01:02:03:05,-66.92009422298048,0,True
2024-11-01 19:48:26.867115,AP:01:02:03:06,-67.82115615239609,0,True
2024-11-01 19:48:26.867115,AP:01:02:03:07,-73.12330213629242,0,True
2024-11-01 19:53:26.867115,AP:01:02:03:04,-65.60256312996435,6,True
2024-11-01 19:53:26.867115,AP:01:02:03:05,-71.8842271564032,6,False
2024-11-01 19:53:26.867115,AP:01:02:03:06,-70.58893775313675,6,True
2024-11-01 19:53:26.867115,AP:01:02:03:07,-74.25649401142428,6,True
2024-11-01 19:58:26.867115,AP:01:02:03:04,-67.19130726436418,7,False
2024-11-01 19:58:26.867115,AP:01:02:03:05,-70.32870927473135,7,True
2024-11-01 19:58:26.867115,AP:01:02:03:06,-70.27885831426879,7,False
2024-11-01 19:58:26.867115,AP:01:02:03:07,-74.33677668363542,7,True
2024-11-01 20:03:26.867115,AP:01:02:03:04,-65.15166671207467,4,True
2024-11-01 20:03:26.867115,AP:01:02:03:05,-72.44917748497045,4,True
2024-11-01 20:03:26.867115,AP:01:02:03:06,-65.4506616554034,4,True
2024-11-01 20:03:26.867115,AP:01:02:03:07,-73.35691217185445,4,True
2024-11-01 19:43:26.867115,AP:01:02:03:04,-65.61416437532672,6,True
2024-11-01 19:43:26.867115,AP:01:02:03:05,-71.28572781792911,6,True
2024-11-01 19:43:26.867115,AP:01:02:03:06,-63.11837501736948,6,True
2024-11-01 19:43:26.867115,AP:01:02:03:07,-71.5658417566,6,False
2024-11-01 19:48:26.867115,AP:01:02:03:04,-69.37418746168066,4,False
2024-11-01 19:48:26.867115,AP:01:02:03:05,-69.77829502660684,4,False
2024-11-01 19:48:26.867115,AP:01:02:03:06,-66.9807601357738,4,False
2024-11-01 19:48:26.867115,AP:01:02:03:07,-70.0194062569726,4,False
2024-11-01 19:53:26.867115,AP:01:02:03:04,-65.29468297823674,0,True
2024-11-01 19:53:26.867115,AP:01:02:03:05,-67.7187189457145,0,False
2024-11-01 19:53:26.867115,AP:01:02:03:06,-63.45497446374947,0,False
2024-11-01 19:53:26.867115,AP:01:02:03:07,-67.60137291414036,0,False
2024-11-01 19:58:26.867115,AP:01:02:03:04,-68.36876475919455,7,True
2024-11-01 19:58:26.867115,AP:01:02:03:05,-75.1662108896438,7,True
2024-11-01 19:58:26.867115,AP:01:02:03:06,-66.22243890240264,7,False
2024-11-01 19:58:26.867115,AP:01:02:03:07,-74.83355009134021,7,True
2024-11-01 20:03:26.867115,AP:01:02:03:04,-67.22998932778292,2,True
2024-11-01 20:03:26.867115,AP:01:02:03:05,-67.48892165782547,2,False
2024-11-01 20:03:26.867115,AP:01:02:03:06,-71.87932454221773,2,False
2024-11-01 20:03:26.867115,AP:01:02:03:07,-70.85814278354043,2,False
2024-11-01 19:43:26.867115,AP:01:02:03:04,-69.2905041570679,4,True
2024-11-01 19:43:26.867115,AP:01:02:03:05,-71.20850131993151,4,True
2024-11-01 19:43:26.867115,AP:01:02:03:06,-70.46098808448198,4,False
2024-11-01 19:43:26.867115,AP:01:02:03:07,-72.94985899278218,4,True
2024-11-01 19:48:26.867115,AP:01:02:03:04,-67.74133801253095,9,True
2024-11-01 19:48:26.867115,AP:01:02:03:05,-75.46204408881972,9,False
2024-11-01 19:48:26.867115,AP:01:02:03:06,-68.08243378863214,9,False
2024-11-01 19:48:26.867115,AP:01:02:03:07,-78.37059639418905,9,False
2024-11-01 19:53:26.867115,AP:01:02:03:04,-70.10972090265419,6,False
2024-11-01 19:53:26.867115,AP:01:02:03:05,-73.49326698951204,6,True
2024-11-01 19:53:26.867115,AP:01:02:03:06,-67.82437471241062,6,False
2024-11-01 19:53:26.867115,AP:01:02:03:07,-75.08989305051173,6,True
2024-11-01 19:58:26.867115,AP:01:02:03:04,-69.71860766233185,7,True
2024-11-01 19:58:26.867115,AP:01:02:03:05,-76.42804041526537,7,False
2024-11-01 19:58:26.867115,AP:01:02:03:06,-69.97323983711081,7,True
2024-11-01 19:58:26.867115,AP:01:02:03:07,-74.94762469549893,7,False
2024-11-01 20:03:26.867115,AP:01:02:03:04,-67.57034629196254,8,True
2024-11-01 20:03:26.867115,AP:01:02:03:05,-72.95817398004269,8,False
2024-11-01 20:03:26.867115,AP:01:02:03:06,-67.68534880422835,8,False
2024-11-01 20:03:26.867115,AP:01:02:03:07,-71.64867935210036,8,True
2024-11-01 19:43:26.867115,AP:01:02:03:04,-70.52134437792559,8,True
2024-11-01 19:43:26.867115,AP:01:02:03:05,-73.76321509156371,8,False
2024-11-01 19:43:26.867115,AP:01:02:03:06,-65.94078281020431,8,True
2024-11-01 19:43:26.867115,AP:01:02:03:07,-72.77162569142652,8,True
2024-11-01 19:48:26.867115,AP:01:02:03:04,-69.54600503173657,8,False
2024-11-01 19:48:26.867115,AP:01:02:03:05,-76.88864076357572,8,True
2024-11-01 19:48:26.867115,AP:01:02:03:06,-70.24999943680878,8,False
2024-11-01 19:48:26.867115,AP:01:02:03:07,-81.37361220568044,8,False
2024-11-01 19:53:26.867115,AP:01:02:03:04,-68.64253450658315,2,False
2024-11-01 19:53:26.867115,AP:01:02:03:05,-71.09361029274977,2,False
2024-11-01 19:53:26.867115,AP:01:02:03:06,-67.42084101050494,2,True
2024-11-01 19:53:26.867115,AP:01:02:03:07,-69.06452416214226,2,True
2024-11-01 19:58:26.867115,AP:01:02:03:04,-67.14052086276214,6,False
2024-11-01 19:58:26.867115,AP:01:02:03:05,-75.257454423586,6,True
2024-11-01 19:58:26.867115,AP:01:02:03:06,-68.29620336496147,6,True
2024-11-01 19:58:26.867115,AP:01:02:03:07,-68.0173808451118,6,False
2024-11-01 20:03:26.867115,AP:01:02:03:04,-71.18722131635474,7,False
2024-11-01 20:03:26.867115,AP:01:02:03:05,-76.31190779066458,7,True
2024-11-01 20:03:26.867115,AP:01:02:03:06,-67.5331263270311,7,True
2024-11-01 20:03:26.867115,AP:01:02:03:07,-73.77814470843661,7,True
2024-11-01 19:43:26.867115,AP:01:02:03:04,-70.99069869367574,2,True
2024-11-01 19:43:26.867115,AP:01:02:03:05,-70.93978822320365,2,False
2024-11-01 19:43:26.867115,AP:01:02:03:06,-65.6441932544231,2,True
2024-11-01 19:43:26.867115,AP:01:02:03:07,-69.75440263320296,2,False
2024-11-01 19:48:26.867115,AP:01:02:03:04,-67.56987255856913,2,True
2024-11-01 19:48:26.867115,AP:01:02:03:05,-71.60972393719896,2,False
2024-11-01 19:48:26.867115,AP:01:02:03:06,-63.21864817703991,2,True
2024-11-01 19:48:26.867115,AP:01:02:03:07,-68.91737217121303,2,True
2024-11-01 19:53:26.867115,AP:01:02:03:04,-69.95230506665601,0,True
2024-11-01 19:53:26.867115,AP:01:02:03:05,-70.51820894877567,0,False
2024-11-01 19:53:26.867115,AP:01:02:03:06,-63.09480151951633,0,True
2024-11-01 19:53:26.867115,AP:01:02:03:07,-65.51518454896106,0,False
2024-11-01 19:58:26.867115,AP:01:02:03:04,-68.18530048896417,9,False
2024-11-01 19:58:26.867115,AP:01:02:03:05,-75.4916905105925,9,True
2024-11-01 19:58:26.867115,AP:01:02:03:06,-67.62069022626324,9,True
2024-11-01 19:58:26.867115,AP:01:02:03:07,-74.99535770958275,9,False
2024-11-01 20:03:26.867115,AP:01:02:03:04,-71.36971138094125,8,False
2024-11-01 20:03:26.867115,AP:01:02:03:05,-75.51990203087813,8,True
2024-11-01 20:03:26.867115,AP:01:02:03:06,-64.56595261429266,8,True
2024-11-01 20:03:26.867115,AP:01:02:03:07,-75.17155716362603,8,True
2024-11-01 19:43:26.867115,AP:01:02:03:04,-72.15146621415113,4,False
2024-11-01 19:43:26.867115,AP:01:02:03:05,-70.08726043933281,4,False
2024-11-01 19:43:26.867115,AP:01:02:03:06,-60.78987470280427,4,True
2024-11-01 19:43:26.867115,AP:01:02:03:07,-70.62258959109192,4,False
2024-11-01 19:48:26.867115,AP:01:02:03:04,-72.00652334960544,3,False
2024-11-01 19:48:26.867115,AP:01:02:03:05,-74.1579034507771,3,False
2024-11-01 19:48:26.867115,AP:01:02:03:06,-61.03419337433914,3,True
2024-11-01 19:48:26.867115,AP:01:02:03:07,-70.94246901585178,3,False
2024-11-01 19:53:26.867115,AP:01:02:03:04,-70.09297152684154,2,True
2024-11-01 19:53:26.867115,AP:01:02:03:05,-71.66698906524157,2,True
2024-11-01 19:53:26.867115,AP:01:02:03:06,-59.0956721957348,2,False
2024-11-01 19:53:26.867115,AP:01:02:03:07,-70.60280553435068,2,True
2024-11-01 19:58:26.867115,AP:01:02:03:04,-66.15795533460899,2,True
2024-11-01 19:58:26.867115,AP:01:02:03:05,-76.62525689518073,2,True
2024-11-01 19:58:26.867115,AP:01:02:03:06,-60.56583216044776,2,True
2024-11-01 19:58:26.867115,AP:01:02:03:07,-69.28910283580629,2,False
2024-11-01 20:03:26.867115,AP:01:02:03:04,-72.9848452623953,9,True
2024-11-01 20:03:26.867115,AP:01:02:03:05,-80.14102473180326,9,False
2024-11-01 20:03:26.867115,AP:01:02:03:06,-65.24212194293929,9,False
2024-11-01 20:03:26.867115,AP:01:02:03:07,-71.65007906007611,9,False
2024-11-01 19:43:26.867115,AP:01:02:03:04,-72.20933779012276,4,True
2024-11-01 19:43:26.867115,AP:01:02:03:05,-74.30595811632243,4,True
2024-11-01 19:43:26.867115,AP:01:02:03:06,-62.129669897241655,4,True
2024-11-01 19:43:26.867115,AP:01:02:03:07,-72.29514800956467,4,True
2024-11-01 19:48:26.867115,AP:01:02:03:04,-70.42345773065195,9,False
2024-11-01 19:48:26.867115,AP:01:02:03:05,-75.78577798345391,9,True
2024-11-01 19:48:26.867115,AP:01:02:03:06,-63.49671095568503,9,True
2024-11-01 19:48:26.867115,AP:01:02:03:07,-72.32007722802673,9,False
2024-11-01 19:53:26.867115,AP:01:02:03:04,-72.681402501241,6,False
2024-11-01 19:53:26.867115,AP:01:02:03:05,-74.1835118353978,6,False
2024-11-01 19:53:26.867115,AP:01:02:03:06,-61.31401267189382,6,True
2024-11-01 19:53:26.867115,AP:01:02:03:07,-71.78000472093701,6,True
2024-11-01 19:58:26.867115,AP:01:02:03:04,-72.27526690794012,5,True
2024-11-01 19:58:26.867115,AP:01:02:03:05,-78.2695040951732,5,True
2024-11-01 19:58:26.867115,AP:01:02:03:06,-59.09492538744898,5,True
2024-11-01 19:58:26.867115,AP:01:02:03:07,-70.76499278716591,5,True
2024-11-01 20:03:26.867115,AP:01:02:03:04,-70.54845535857338,1,True
2024-11-01 20:03:26.867115,AP:01:02:03:05,-70.66340439342795,1,True
2024-11-01 20:03:26.867115,AP:01:02:03:06,-55.76815986994358,1,True
2024-11-01 20:03:26.867115,AP:01:02:03:07,-70.03483111231304,1,True
2024-11-01 19:43:26.867115,AP:01:02:03:04,-71.78903591813484,7,True
2024-11-01 19:43:26.867115,AP:01:02:03:05,-76.12135661347561,7,False
2024-11-01 19:43:26.867115,AP:01:02:03:06,-59.384694756410866,7,True
2024-11-01 19:43:26.867115,AP:01:02:03:07,-73.90340646285256,7,False
2024-11-01 19:48:26.867115,AP:01:02:03:04,-72.29076548921797,7,True
2024-11-01 19:48:26.867115,AP:01:02:03:05,-75.64029988437186,7,False
2024-11-01 19:48:26.867115,AP:01:02:03:06,-57.282401277041195,7,True
2024-11-01 19:48:26.867115,AP:01:02:03:07,-71.30751776670303,7,False
2024-11-01 19:53:26.867115,AP:01:02:03:04,-68.57975333049316,1,False
2024-11-01 19:53:26.867115,AP:01:02:03:05,-71.48577160301086,1,True
2024-11-01 19:53:26.867115,AP:01:02:03:06,-53.11332623287931,1,True
2024-11-01 19:53:26.867115,AP:01:02:03:07,-68.00279998274175,1,False
2024-11-01 19:58:26.867115,AP:01:02:03:04,-71.4731390633744,6,False
2024-11-01 19:58:26.867115,AP:01:02:03:05,-74.63683235753521,6,False
2024-11-01 19:58:26.867115,AP:01:02:03:06,-55.96684499755501,6,True
2024-11-01 19:58:26.867115,AP:01:02:03:07,-70.57615766268893,6,False
2024-11-01 20:03:26.867115,AP:01:02:03:04,-71.46353205941685,1,False
2024-11-01 20:03:26.867115,AP:01:02:03:05,-75.94047211663334,1,True
2024-11-01 20:03:26.867115,AP:01:02:03:06,-54.58924873289689,1,True
2024-11-01 20:03:26.867115,AP:01:02:03:07,-69.76620523063504,1,True
2024-11-01 19:43:26.867115,AP:01:02:03:04,-73.8242497203406,5,True
2024-11-01 19:43:26.867115,AP:01:02:03:05,-77.85282848495375,5,False
2024-11-01 19:43:26.867115,AP:01:02:03:06,-53.59780616626527,5,True
2024-11-01 19:43:26.867115,AP:01:02:03:07,-72.72865255765099,5,True
2024-11-01 19:48:26.867115,AP:01:02:03:04,-70.529419012472,1,True
2024-11-01 19:48:26.867115,AP:01:02:03:05,-74.73221283869451,1,False
2024-11-01 19:48:26.867115,AP:01:02:03:06,-48.93116492756121,1,True
2024-11-01 19:48:26.867115,AP:01:02:03:07,-70.02829853290623,1,True
2024-11-01 19:53:26.867115,AP:01:02:03:04,-75.23821021799506,4,True
2024-11-01 19:53:26.867115,AP:01:02:03:05,-73.0785067345235,4,True
2024-11-01 19:53:26.867115,AP:01:02:03:06,-47.29801921125088,4,True
2024-11-01 19:53:26.867115,AP:01:02:03:07,-71.24498447011995,4,False
2024-11-01 19:58:26.867115,AP:01:02:03:04,-73.00790793189246,4,False
2024-11-01 19:58:26.867115,AP:01:02:03:05,-77.11996017775168,4,True
2024-11-01 19:58:26.867115,AP:01:02:03:06,-51.53160441044453,4,True
2024-11-01 19:58:26.867115,AP:01:02:03:07,-67.43392339220526,4,True
2024-11-01 20:03:26.867115,AP:01:02:03:04,-75.31195751680836,5,False
2024-11-01 20:03:26.867115,AP:01:02:03:05,-74.63983789497547,5,True
2024-11-01 20:03:26.867115,AP:01:02:03:06,-48.89014288559745,5,True
2024-11-01 20:03:26.867115,AP:01:02:03:07,-67.87119903485396,5,False
2024-11-01 19:43:26.867115,AP:01:02:03:04,-78.62265891221774,8,False
2024-11-01 19:43:26.867115,AP:01:02:03:05,-77.42996641404659,8,True
2024-11-01 19:43:26.867115,AP:01:02:03:06,-48.92223277778329,8,True
2024-11-01 19:43:26.867115,AP:01:02:03:07,-72.06892013555216,8,True
2024-11-01 19:48:26.867115,AP:01:02:03:04,-72.54388720402136,1,True
2024-11-01 19:48:26.867115,AP:01:02:03:05,-70.24855097795486,1,True
2024-11-01 19:48:26.867115,AP:01:02:03:06,-41.07021277991211,1,True
2024-11-01 19:48:26.867115,AP:01:02:03:07,-69.50678764299084,1,True
2024-11-01 19:53:26.867115,AP:01:02:03:04,-73.59476898390001,4,False
2024-11-01 19:53:26.867115,AP:01:02:03:05,-74.7536898996273,4,False
2024-11-01 19:53:26.867115,AP:01:02:03:06,-45.0784919547763,4,True
2024-11-01 19:53:26.867115,AP:01:02:03:07,-70.61698815966398,4,True
2024-11-01 19:58:26.867115,AP:01:02:03:04,-70.14886079160858,0,True
2024-11-01 19:58:26.867115,AP:01:02:03:05,-73.9305907944649,0,False
2024-11-01 19:58:26.867115,AP:01:02:03:06,-40.85832206224265,0,True
2024-11-01 19:58:26.867115,AP:01:02:03:07,-67.11830270066623,0,False
2024-11-01 20:03:26.867115,AP:01:02:03:04,-73.02863112161066,2,False
2024-11-01 20:03:26.867115,AP:01:02:03:05,-72.14301119279577,2,False
2024-11-01 20:03:26.867115,AP:01:02:03:06,-42.19837186980786,2,True
2024-11-01 20:03:26.867115,AP:01:02:03:07,-68.6198282342716,2,True
2024-11-01 19:43:26.867115,AP:01:02:03:04,-46.03158777217578,0,True
2024-11-01 19:43:26.867115,AP:01:02:03:05,-68.47959496142136,0,True
2024-11-01 19:43:26.867115,AP:01:02:03:06,-71.9760384919498,0,False
2024-11-01 19:43:26.867115,AP:01:02:03:07,-71.99820722561284,0,False
2024-11-01 19:48:26.867115,AP:01:02:03:04,-47.059262568617854,0,True
2024-11-01 19:48:26.867115,AP:01:02:03:05,-68.63448363518287,0,True
2024-11-01 19:48:26.867115,AP:01:02:03:06,-70.80990992523311,0,False
2024-11-01 19:48:26.867115,AP:01:02:03:07,-70.91320487655051,0,False
2024-11-01 19:53:26.867115,AP:01:02:03:04,-51.16970541624412,6,True
2024-11-01 19:53:26.867115,AP:01:02:03:05,-69.72364482217685,6,False
2024-11-01 19:53:26.867115,AP:01:02:03:06,-75.6475722944162,6,False
2024-11-01 19:53:26.867115,AP:01:02:03:07,-78.17617208849971,6,False
2024-11-01 19:58:26.867115,AP:01:02:03:04,-48.85473346159522,9,True
2024-11-01 19:58:26.867115,AP:01:02:03:05,-72.68072712048539,9,True
2024-11-01 19:58:26.867115,AP:01:02:03:06,-77.78331232914024,9,False
2024-11-01 19:58:26.867115,AP:01:02:03:07,-76.03358139517476,9,True
2024-11-01 20:03:26.867115,AP:01:02:03:04,-50.19843109598715,5,True
2024-11-01 20:03:26.867115,AP:01:02:03:05,-68.6484462502761,5,False
2024-11-01 20:03:26.867115,AP:01:02:03:06,-76.20527745361198,5,True
2024-11-01 20:03:26.867115,AP:01:02:03:07,-75.01078853879959,5,False
2024-11-01 19:43:26.867115,AP:01:02:03:04,-53.05052726388178,5,True
2024-11-01 19:43:26.867115,AP:01:02:03:05,-71.61200322334828,5,True
2024-11-01 19:43:26.867115,AP:01:02:03:06,-75.2623401648958,5,True
2024-11-01 19:43:26.867115,AP:01:02:03:07,-75.84034683730653,5,True
2024-11-01 19:48:26.867115,AP:01:02:03:04,-54.65460775547675,5,False
2024-11-01 19:48:26.867115,AP:01:02:03:05,-72.16241195532449,5,True
2024-11-01 19:48:26.867115,AP:01:02:03:06,-74.07544938739197,5,True
2024-11-01 19:48:26.867115,AP:01:02:03:07,-73.30070536106936,5,False
